/Users/erwenchen/Library/Python/3.9/lib/python/site-packages/urllib3/__init__.py:35: NotOpenSSLWarning: urllib3 v2 only supports OpenSSL 1.1.1+, currently the 'ssl' module is compiled with 'LibreSSL 2.8.3'. See: https://github.com/urllib3/urllib3/issues/3020
  warnings.warn(
Historical HTML scraper — 1 target(s)
per_period=20, max_per_target=500


======================================================================
  Malaysia:grabfood-my  (food.grab.com/my/en/restaurant/*)
======================================================================
  [142/380] 20220316 https://food.grab.com/my/en/restaurant/the-brew-crew-lalaport-bukit-bi … 43 items
  [143/380] 20220316 https://food.grab.com/my/en/restaurant/the-brew-crew-serba-dinamik-bie … 31 items
  [144/380] 20220114 https://food.grab.com/my/en/restaurant/watsons-pavilion-delivery/1-CZM … 200 items
  [145/380] 20220201 https://food.grab.com/my/en/restaurant/watsons-pavilion-delivery/1-CZM … 190 items
  [146/380] 20220111 https://food.grab.com/my/en/restaurants?lng=en&search=Guardian&pid=Fac … 0 items
  [147/380] 20220111 https://food.grab.com/my/en/restaurants?lng=en&search=Guardian&pid=Fac … 0 items
  [148/380] 20220214 https://food.grab.com/my/en/restaurants?lng=en&search=Guardian&pid=Fac … 0 items
  [149/380] 20220326 https://food.grab.com/my/en/restaurants?lng=en&search=HeroMarket&pid=F … 0 items
  [150/380] 20220407 https://food.grab.com/my/en/restaurant/john-satay-taman-tenaga-deliver … 5 items
  [151/380] 20220407 https://food.grab.com/my/en/restaurant/restoran-satay-point-sri-bandar … 41 items
  [152/380] 20220505 https://food.grab.com/my/en/restaurants?lng=en&search=Guardian&pid=Fac … 0 items
  [153/380] 20220406 https://food.grab.com/my/en/restaurants?lng=en&search=4fingers&pid … 0 items
  [154/380] 20220728 https://food.grab.com/my/en/restaurant/orka-kava-taman-petronesa-deliv … 15 items
  [155/380] 20220921 https://food.grab.com/my/en/restaurant/pak-ali-char-kuey-teow-setia-al … 18 items
  [156/380] 20220902 https://food.grab.com/my/en/restaurant/shariff-nasi-kandar-gelugor-tam … 5 items
  [157/380] 20220710 https://food.grab.com/my/en/restaurants?lng=en&search=Guardian&pid=Fac … 0 items
  [158/380] 20220814 https://food.grab.com/my/en/restaurants?lng=en&search=Guardian&pid=Fac … 0 items
  [159/380] 20220911 https://food.grab.com/my/en/restaurants?lng=en&search=Guardian&pid=Fac … 0 items
  [160/380] 20220828 https://food.grab.com/my/en/restaurants?lng=en&search=Watsons&pid=Webs … fetch fail
  [161/380] 20221105 https://food.grab.com/my/en/restaurant/ayam-kicap-gaduh-taman-salak-pe … fetch fail
  [162/380] 20221002 https://food.grab.com/my/en/restaurant/ayo-taman-desa-petaling-deliver … fetch fail
  [163/380] 20221008 https://food.grab.com/my/en/restaurant/che-minah-ayam-percik-taman-per … 57 items
  [164/380] 20221214 https://food.grab.com/my/en/restaurant/chicken-rice-%E8%80%81%E5%8F%8B … 30 items
  [165/380] 20221025 https://food.grab.com/my/en/restaurant/kopitok-jalan-raja-syed-alwi-de … 79 items
  [166/380] 20221129 https://food.grab.com/my/en/restaurant/mohd-chan-sunway-geo-avenue-del … fetch fail
  [167/380] 20221115 https://food.grab.com/my/en/restaurant/mr-tako-kelana-jaya-dataran-glo … 12 items
  [168/380] 20221219 https://food.grab.com/my/en/restaurant/sri-ganapathi-mess-petaling-jay … 43 items
  [169/380] 20221110 https://food.grab.com/my/en/restaurant/the-coffee-bean-tea-leaf-pavili … 177 items
  [170/380] 20221013 https://food.grab.com/my/en/restaurants?lng=en&search=Guardian&pid=Fac … 0 items
  [171/380] 20221112 https://food.grab.com/my/en/restaurants?lng=en&search=Guardian&pid=Fac … 0 items
  [172/380] 20221210 https://food.grab.com/my/en/restaurants?lng=en&search=Guardian&pid=Fac … 0 items
  [173/380] 20230227 https://food.grab.com/my/en/restaurant/bowleh-glomac-square-delivery/1 … 0 items
  [174/380] 20230331 https://food.grab.com/my/en/restaurant/hot-cross-buns-whole-cakes-cent … 0 items
  [175/380] 20230314 https://food.grab.com/my/en/restaurant/ipoh-station-cafe-medan-stesen- … 0 items
  [176/380] 20230325 https://food.grab.com/my/en/restaurant/kopi-dan-studio-taman-tun-dr-is … 0 items
  [177/380] 20230331 https://food.grab.com/my/en/restaurant/lot-10-hutong-lot-10-non-halal- … 200 items
  [178/380] 20230209 https://food.grab.com/my/en/restaurant/nazaria-corner-medan-selera-men … 8 items
